Name,Gender,Month,Year,Family Background,Product Name,Product Type,Price,Shop Name,Brands,Mode of Payment,Occupation,Salary,Net Worth,Education,State,City
Courtney Munoz,Female,March,1987,Upper Middle Class,the,Electronics,170.08,Young-Sexton,Brand B,Credit Card,"Psychologist, counselling",97634.16,8269839.05,Bachelor,Mississippi,Port Henry
Paul Short,Male,April,1995,Upper Class,allow,Personal Care,25.43,Combs PLC,Brand D,Credit Card,Training and development officer,143825.62,7733121.45,PhD,Kentucky,Port Bruceland
David Mcpherson,Female,July,1973,Upper Class,bag,Grocery,133.71,Stewart Group,Brand B,Debit Card,Scientific laboratory technician,122035.08,4224209.16,Bachelor,Kansas,Williammouth
Robert Brooks,Male,January,1980,Upper Class,tonight,Personal Care,104.63,Lynch-Dawson,Brand B,Credit Card,"Pharmacist, community",105259.68,2967749.4,High School,Wisconsin,North Ninaborough
Patrick Porter,Female,December,1988,Upper Middle Class,defense,Household,101.76,Marshall Ltd,Brand C,Cash,Tour manager,126562.58,6881409.33,High School,Florida,East Kevin
Linda Snow,Female,July,1977,Middle Class,task,Personal Care,96.17,Warner and Sons,Brand A,Cash,"Engineer, technical sales",112633.63,1664996.43,Master,Virginia,North Kelly
Joshua Moss,Female,May,1971,Middle Class,police,Electronics,102.01,Robinson-Smith,Brand C,Debit Card,Adult nurse,54482.76,6105936.6,Master,Oregon,South Katie
Marissa Meyer,Female,December,1978,Upper Class,most,Electronics,173.68,Baldwin LLC,Brand B,Credit Card,Further education lecturer,68317.97,9881431.36,Master,Iowa,Brownview
Maria Garrison,Female,October,1995,Middle Class,expect,Personal Care,195.32,Snyder-Baxter,Brand C,Cash,Soil scientist,45691.94,3768347.96,Master,Louisiana,South Davidberg
Meredith Castro,Male,January,1996,Upper Class,action,Personal Care,70.63,Burton Ltd,Brand A,Cash,"Engineer, manufacturing",85976.71,2747969.58,Master,Maine,Olsenborough
Wayne Green,Male,April,2000,Upper Class,conference,Personal Care,36.77,Perez-Reid,Brand D,Debit Card,Analytical chemist,36072.64,9459310.44,Bachelor,Rhode Island,East Paul
Michelle Lewis,Female,February,2015,Middle Class,all,Grocery,57.17,Miller Inc,Brand D,Debit Card,Structural engineer,133836.9,1681026.66,Bachelor,Hawaii,South Nicole
Sean Jackson,Female,May,1983,Upper Middle Class,business,Household,187.41,Mills Group,Brand A,Cash,"Engineer, broadcasting (operations)",116535.41,1979357.6,PhD,New Mexico,West Michellestad
Allison Barry,Male,July,1987,Middle Class,best,Electronics,104.67,Morton-Bender,Brand D,Debit Card,"Embryologist, clinical",91766.98,5037721.11,Master,Nevada,Sherylbury
Julia Burton,Female,February,2003,Upper Middle Class,hair,Grocery,104.5,Grant Inc,Brand C,Cash,"Education officer, community",40805.89,3993097.62,High School,Nevada,Gonzalezville
Christy Tate,Female,September,1999,Upper Middle Class,whole,Personal Care,193.67,James Ltd,Brand A,Debit Card,Database administrator,55817.33,3593661.38,PhD,South Carolina,South Kennethmouth
Daniel Martin,Male,June,1971,Middle Class,car,Household,63.46,Perry Inc,Brand B,Credit Card,IT sales professional,101702.25,8444211.5,High School,Michigan,Isabelport
Ryan Hensley,Female,September,2020,Middle Class,young,Personal Care,64.29,Rivera-Herman,Brand C,Cash,Health service manager,30981.29,1164221.14,Master,Arkansas,Tylerbury
Tara Hamilton,Male,April,2002,Upper Class,young,Household,177.67,Potter Inc,Brand D,Credit Card,Animal nutritionist,117300.97,7662181.97,High School,Georgia,Tinamouth
Eric Walker,Female,December,1971,Middle Class,main,Grocery,18.6,Wilson-Smith,Brand B,Debit Card,Copy,36138.92,5661986.97,Master,Tennessee,Michaelville
Clifford Johnson,Female,June,2006,Upper Class,kid,Electronics,115.11,Hurst PLC,Brand B,Cash,"Psychologist, counselling",38823.81,5092129.74,High School,Nebraska,East Heather
Patricia Garcia,Female,April,1990,Upper Middle Class,prepare,Household,166.81,Hodges and Sons,Brand A,Cash,"Engineer, agricultural",104788.99,6149327.1,PhD,Colorado,Taylorberg
Jennifer Mcclure,Male,September,1972,Upper Class,particularly,Electronics,195.27,Arnold and Sons,Brand A,Debit Card,Astronomer,77268.45,7969482.56,PhD,Nebraska,Espinozatown
Clarence Franklin,Female,June,1989,Upper Middle Class,operation,Personal Care,115.99,Rodriguez LLC,Brand D,Debit Card,"Engineer, manufacturing",73872.76,1528246.86,High School,Indiana,New Sergiomouth
Brian Myers,Female,July,2014,Upper Class,trial,Grocery,105.01,George LLC,Brand A,Cash,Prison officer,35436.4,1456660.1,High School,Michigan,Bradshawhaven
Sharon Garcia,Female,December,1973,Upper Class,after,Personal Care,162.75,"Mora, Brown and Beard",Brand C,Debit Card,Higher education careers adviser,92319.93,1574512.58,Master,Massachusetts,New Kathryn
Steven Velasquez,Male,May,1999,Upper Middle Class,vote,Personal Care,72.31,"Lawrence, Patterson and Schmidt",Brand C,Debit Card,Higher education careers adviser,103568.17,1708770.25,PhD,Connecticut,Herrerachester
Joshua Hardy,Female,August,2016,Upper Class,man,Grocery,122.81,Nguyen-Melton,Brand B,Credit Card,Politician's assistant,90877.8,5146169.6,Master,Florida,Paynefurt
Mary Reed,Female,August,2003,Upper Middle Class,himself,Household,144.66,Obrien-Graves,Brand C,Cash,"Editor, film/video",65974.87,8175913.45,High School,Mississippi,Pittmanshire
Jeffrey Allen,Female,January,1980,Upper Class,both,Electronics,72.94,"Hernandez, Williams and Hanson",Brand C,Credit Card,Printmaker,43152.55,4223748.67,Bachelor,Michigan,Lunahaven
Darrell Williams,Female,August,1987,Upper Middle Class,structure,Household,161.38,"Burke, Hernandez and York",Brand C,Cash,Interior and spatial designer,117038.91,6911632.15,Bachelor,Missouri,Port Marcus
Deborah Carter,Male,May,1995,Upper Class,yourself,Household,123.41,Davis-Cisneros,Brand D,Credit Card,Fisheries officer,61863.65,6590350.62,PhD,Georgia,Meganborough
Sarah Hobbs,Male,December,1977,Middle Class,still,Grocery,147.07,Gilbert-Jones,Brand A,Credit Card,Animal nutritionist,100022.79,1788069.41,Master,West Virginia,Port Catherineburgh
Andrew Strong,Female,August,1979,Middle Class,discover,Electronics,38.08,"Hampton, Williams and Clark",Brand B,Credit Card,"Therapist, sports",111687.23,412548.08,High School,Louisiana,North Rhonda
Ethan Joseph,Male,April,2020,Upper Class,use,Household,46.25,Martinez LLC,Brand C,Cash,Community development worker,82924.63,4245924.95,Master,Texas,Lake Edwardland
Sherry Collins,Female,December,2018,Upper Class,woman,Electronics,141.2,Riddle-Mendoza,Brand B,Debit Card,Pathologist,79245.29,7772225.79,Master,South Dakota,Hallstad
Katherine Ross,Female,July,2021,Middle Class,watch,Grocery,175.84,Murphy-James,Brand C,Credit Card,"Journalist, magazine",118300.47,716584.73,Master,Maryland,Port Tiffanyhaven
Taylor Nelson,Male,March,2005,Upper Class,time,Household,108.55,"Carter, Martinez and Brown",Brand A,Debit Card,"Engineer, water",97306.41,9981416.4,Bachelor,Maine,Pamelaborough
Maria Sullivan,Female,June,1980,Upper Middle Class,he,Grocery,109.84,"Sellers, Brennan and Jones",Brand A,Debit Card,Forest/woodland manager,67650.31,1814506.0,PhD,Georgia,West Cody
Jennifer Thompson,Female,June,1977,Middle Class,budget,Personal Care,113.79,Ferguson Ltd,Brand C,Cash,Office manager,111104.23,8689778.59,Master,Minnesota,Port Stephenberg
Austin Johnson,Female,September,2013,Upper Class,away,Household,125.91,"Turner, Collins and Mcknight",Brand A,Credit Card,Amenity horticulturist,53071.7,2540539.44,Master,Mississippi,Markburgh
Sara Cunningham,Female,February,1987,Middle Class,price,Electronics,52.72,Nelson-Brown,Brand C,Credit Card,Colour technologist,146749.28,3046384.2,Master,Montana,Michaelville
Laura Maynard,Female,January,2003,Upper Middle Class,high,Electronics,143.93,"Simpson, Mcdonald and Gonzales",Brand B,Credit Card,"Engineer, energy",112828.79,4941130.49,PhD,New York,Lake Hannahfurt
Richard Brown,Female,March,1991,Middle Class,bill,Grocery,76.27,"Lopez, Bryan and Smith",Brand D,Debit Card,Applications developer,142044.04,7974513.02,High School,New York,Port Annashire
Amy Reid,Female,May,1991,Middle Class,daughter,Grocery,64.68,Jensen Ltd,Brand C,Debit Card,Dealer,98817.22,5477589.68,High School,Montana,West Brandimouth
Jennifer Flowers,Female,May,1971,Middle Class,arm,Household,165.49,"Rhodes, Nguyen and Stewart",Brand C,Cash,Haematologist,144553.06,8065696.76,High School,Michigan,Kellyland
Richard Carter,Female,July,2005,Upper Class,hot,Grocery,17.99,Thompson-Smith,Brand C,Debit Card,"Scientist, biomedical",144637.65,882391.42,Master,Oregon,Port Amyshire
Brandon Hughes,Female,January,2006,Upper Class,may,Electronics,134.63,Goodman Inc,Brand C,Cash,Government social research officer,119680.62,2218469.4,High School,Mississippi,Rivasbury
Meghan Collins,Female,September,1970,Upper Middle Class,sister,Household,187.27,"Carpenter, Rodriguez and Johnson",Brand D,Credit Card,Actuary,113540.56,1459002.25,Bachelor,California,South Sergioside
Marie Giles,Male,October,2017,Upper Class,TV,Grocery,56.07,Thomas-Moran,Brand A,Debit Card,Product/process development scientist,110380.08,5357310.75,High School,Ohio,South Kelsey
Caitlin Jones,Male,December,2004,Middle Class,thing,Personal Care,19.97,Curtis Ltd,Brand B,Credit Card,Medical laboratory scientific officer,79596.16,7201844.76,Master,Connecticut,West Leslie
Alexander Hubbard,Male,September,1990,Upper Class,year,Electronics,139.43,"Mercado, Webb and Compton",Brand C,Cash,"Research officer, trade union",46496.04,9648735.8,Master,Mississippi,South Natalieland
Sarah Fields,Male,May,1993,Upper Class,best,Grocery,87.31,Jones-Prince,Brand B,Cash,Estate manager/land agent,142203.85,8796156.25,Master,Georgia,Andrewview
Jason Benson,Female,November,2012,Middle Class,thus,Electronics,133.6,Jackson LLC,Brand D,Cash,Mudlogger,120709.33,2943725.87,Bachelor,New Jersey,Lake Brittney
Megan Johnson,Female,March,2019,Upper Middle Class,factor,Household,132.72,Anderson and Sons,Brand B,Cash,Quality manager,138952.44,985661.13,Master,Utah,Davidsonside
Jason Nguyen,Male,June,1973,Upper Class,audience,Grocery,111.68,Ware Inc,Brand D,Credit Card,"Designer, jewellery",116774.12,9373026.86,PhD,Idaho,Tiffanyhaven
Gregory Clay,Male,February,2023,Upper Middle Class,enter,Household,89.4,Johnson-Douglas,Brand D,Cash,Insurance underwriter,130512.59,9345833.84,Master,Alabama,Roweberg
Bethany Roberts,Male,August,2016,Upper Middle Class,record,Personal Care,199.46,Moore-Villarreal,Brand A,Cash,Physiological scientist,77639.35,5004300.58,Bachelor,Vermont,West Kimberly
Courtney Young,Female,February,2002,Upper Middle Class,character,Household,176.58,Thompson-Melton,Brand A,Cash,"Engineer, drilling",31112.06,5722822.5,High School,New Mexico,West Justinborough
Paige White,Male,November,1977,Upper Class,control,Electronics,186.41,"Mcdonald, Rogers and Vega",Brand A,Cash,"Surveyor, planning and development",70205.05,4598055.87,PhD,Pennsylvania,New Matthewfurt
Jessica Brown,Female,January,1976,Middle Class,perhaps,Personal Care,178.96,Williams LLC,Brand A,Credit Card,Broadcast journalist,46103.99,5091705.47,Bachelor,Pennsylvania,Stevenshire
Melissa Hicks,Female,December,1988,Middle Class,you,Household,46.63,"Jenkins, Jones and Alexander",Brand D,Debit Card,Location manager,43517.61,1708693.2,High School,North Dakota,South Mark
Jill Miranda,Female,July,1992,Middle Class,end,Personal Care,133.17,Lawrence-Tate,Brand C,Debit Card,Learning disability nurse,116231.78,239433.54,PhD,Wisconsin,Port Laurenfurt
Matthew Trujillo,Female,June,2003,Upper Middle Class,last,Personal Care,160.25,"Brock, Webb and Hamilton",Brand B,Credit Card,Naval architect,98133.75,7597099.23,High School,Arkansas,Lake Jamesshire
Monica Miller,Male,March,2016,Upper Middle Class,shoulder,Household,126.08,Lozano-Jones,Brand A,Debit Card,Dentist,106647.1,4114354.71,Bachelor,South Dakota,Brianhaven
Phillip Martinez,Female,August,2010,Upper Class,treatment,Electronics,107.9,Watson-Allen,Brand D,Credit Card,Music therapist,40408.53,6725632.95,High School,Massachusetts,North Dawn
Matthew Dawson,Male,March,1995,Upper Middle Class,staff,Personal Care,196.52,Davis and Sons,Brand D,Cash,"Designer, interior/spatial",87294.49,9364671.33,Bachelor,Nebraska,South Stevenview
Lori Dickson,Male,August,1981,Middle Class,read,Grocery,59.55,Obrien-Garrison,Brand D,Cash,Investment analyst,58262.55,7562190.85,PhD,Florida,Adamsland
Ian Arnold,Female,April,2010,Upper Middle Class,thousand,Household,67.37,Stevens-Reeves,Brand A,Debit Card,Conference centre manager,116745.9,213213.77,High School,Wyoming,East Juliastad
Evan Bryant,Female,June,1993,Middle Class,knowledge,Personal Care,141.63,Burns and Sons,Brand D,Cash,Contracting civil engineer,37454.92,1270425.99,Master,Washington,South Laurenton
Daniel Cameron,Female,April,1977,Upper Class,out,Household,40.35,Thomas-Hampton,Brand A,Cash,Tax inspector,112328.83,9238749.54,PhD,Delaware,Salinasside
Mary Ford,Female,January,2019,Upper Middle Class,report,Electronics,141.16,Perry Ltd,Brand C,Cash,Tourist information centre manager,106645.36,9412292.68,High School,Virginia,Lake Lindseyland
Martin Velazquez,Female,April,1974,Upper Class,score,Electronics,126.78,Castillo PLC,Brand C,Cash,Contracting civil engineer,56295.43,1422330.94,High School,New Mexico,Edwardmouth
Edward Case,Male,March,1998,Middle Class,image,Grocery,96.45,"Reynolds, Moreno and Smith",Brand A,Debit Card,Oncologist,148660.56,3798885.94,High School,Wisconsin,South Scottview
Linda Smith,Female,December,1992,Upper Middle Class,same,Household,153.9,Davis Inc,Brand D,Cash,Hydrogeologist,126239.4,8273474.74,Bachelor,Colorado,North Yolanda
Tony Vasquez,Male,October,2017,Upper Class,consider,Grocery,139.26,Mcdonald-Cowan,Brand A,Cash,"Accountant, chartered management",101497.74,7894969.83,Bachelor,Florida,West Megan
David Simmons,Female,September,1973,Middle Class,both,Personal Care,110.35,"Aguirre, Garcia and Clark",Brand C,Debit Card,"Surveyor, mining",73414.18,9180722.6,PhD,Michigan,Adriantown
Michael Blake,Male,April,2005,Middle Class,along,Personal Care,21.73,Ortiz-Brown,Brand C,Credit Card,Lexicographer,95717.91,5104321.86,PhD,Vermont,South Waynestad
Amber Whitney,Male,April,1985,Middle Class,music,Grocery,41.26,"Berg, Armstrong and Logan",Brand A,Debit Card,"Presenter, broadcasting",132538.32,4474221.47,Master,Maine,Port Karinamouth
George Jones,Male,December,2011,Middle Class,human,Grocery,146.21,Baker Group,Brand D,Credit Card,Production manager,88659.36,8999004.58,Master,Texas,New Sharonfurt
George Meadows,Female,June,2007,Upper Middle Class,save,Household,163.65,Conner-Martinez,Brand A,Cash,Financial manager,84411.88,5181153.65,Bachelor,Pennsylvania,Shaneburgh
Caroline Anderson,Female,August,2005,Middle Class,grow,Grocery,117.14,"Maldonado, Medina and Mendoza",Brand D,Cash,"Therapist, drama",97055.66,6760400.35,Master,Utah,Jameshaven
Justin Graham,Female,December,1993,Upper Class,court,Personal Care,147.42,Smith-Andersen,Brand A,Cash,Further education lecturer,77513.85,8182886.94,Master,West Virginia,Ayalamouth
Dylan Flores DVM,Male,March,2013,Upper Class,off,Electronics,119.88,Berg-Buchanan,Brand B,Cash,Insurance claims handler,35434.78,3510835.78,Master,Georgia,Dawsonside
Frank White,Male,December,2021,Upper Middle Class,respond,Grocery,112.82,"Stewart, Flowers and Walker",Brand C,Cash,"Engineer, water",37230.68,8952762.61,PhD,Minnesota,New Victoria
Erica Velasquez,Female,August,1971,Upper Class,term,Electronics,16.03,"Reed, Moon and Brown",Brand D,Cash,Futures trader,79064.03,7712823.42,Master,West Virginia,New Kathleenmouth
William Fields,Female,January,1987,Upper Middle Class,perform,Household,81.15,Woodward Ltd,Brand A,Debit Card,Broadcast presenter,136960.03,4540517.61,Bachelor,Kansas,Markstad
Angie Brown,Female,March,1989,Upper Class,hour,Grocery,81.37,Wagner-Olsen,Brand D,Credit Card,Dancer,111927.64,6651746.13,High School,Colorado,Montgomeryburgh
William Smith,Male,May,1996,Middle Class,analysis,Household,134.17,Fisher-Gray,Brand B,Debit Card,Chief Technology Officer,71732.39,1866888.93,Bachelor,New Jersey,West Taylorberg
Benjamin Anthony,Female,August,2013,Middle Class,pass,Household,110.48,Bowman-Hill,Brand A,Debit Card,Magazine journalist,117342.98,2304633.14,Bachelor,New York,East Michaelport
Mark Torres,Male,November,2000,Middle Class,pass,Electronics,153.67,"Hodge, Williams and Nichols",Brand B,Debit Card,Mental health nurse,147418.88,4683738.62,High School,Louisiana,Jasmineport
Jennifer Davies,Female,September,2021,Middle Class,side,Electronics,111.07,"Townsend, Rodgers and Hayes",Brand C,Credit Card,Risk manager,128803.25,2550369.18,Master,Tennessee,Mcdowellstad
Brian Diaz,Female,November,2007,Middle Class,nothing,Electronics,39.47,"Smith, Clark and Robinson",Brand C,Credit Card,General practice doctor,52617.65,8764560.93,High School,Oregon,North Danielfort
Nichole Hunt,Male,May,2011,Upper Middle Class,value,Household,16.12,Young-Bell,Brand B,Debit Card,Building control surveyor,109223.72,6187739.75,High School,Indiana,Arroyoville
Ronald Riddle,Male,March,2009,Middle Class,husband,Personal Care,55.73,Skinner and Sons,Brand D,Credit Card,"Conservator, museum/gallery",38074.91,5980047.06,High School,Georgia,Ashleyland
Thomas Miles,Female,January,1973,Upper Class,sister,Electronics,123.58,"Gonzalez, Parrish and Mckay",Brand C,Cash,"Surveyor, mining",114394.35,581895.58,PhD,Oklahoma,Nelsonview
